Id,XX,YY
2032,615282.50841600000,1197538.08019000000
2033,615290.63537800000,1197543.90707000000
2034,615298.76233900000,1197549.73395000000
2035,615306.88930100000,1197555.56082000000
2036,615315.30145700000,1197560.95910000000
2037,615323.81508800000,1197566.20486000000
2038,615332.32871900000,1197571.45063000000
2039,615340.84235000000,1197576.69640000000
2040,615349.48392300000,1197581.65975000000
2041,615359.04171400000,1197584.60060000000
2042,615368.59950400000,1197587.54146000000
2043,615378.15729500000,1197590.48232000000
2044,615387.71508500000,1197593.42317000000
2045,615397.30164800000,1197596.26348000000
2046,615406.96832200000,1197598.82384000000
2047,615416.63499500000,1197601.38420000000
2048,615426.30166800000,1197603.94455000000
2049,615435.96834100000,1197606.50491000000
2050,615445.63501400000,1197609.06527000000
2051,615455.30168700000,1197611.62563000000
2052,615464.96836000000,1197614.18599000000
2053,615474.58868200000,1197616.91264000000
2054,615484.18605700000,1197619.72162000000
2055,615493.78343300000,1197622.53061000000
2056,615503.18099500000,1197625.83778000000
2057,615512.05952000000,1197630.43906000000
2058,615520.93804500000,1197635.04034000000
2059,615529.81657100000,1197639.64163000000
2060,615538.69509600000,1197644.24291000000
2061,615547.57362100000,1197648.84419000000
2062,615556.41068600000,1197653.52030000000
2063,615565.01994100000,1197658.60762000000
2064,615573.62919500000,1197663.69493000000
2065,615582.23845000000,1197668.78224000000
2066,615590.70344900000,1197674.05711000000
2067,615597.82999100000,1197681.07227000000
2068,615604.95653300000,1197688.08742000000
2069,615612.08307500000,1197695.10258000000
2070,615619.93920100000,1197701.19045000000
2071,615628.43421700000,1197706.46631000000
2072,615636.92923400000,1197711.74217000000
2073,615645.42425100000,1197717.01803000000
2074,615653.93980600000,1197722.25919000000
2075,615662.65132700000,1197727.16933000000
2076,615671.36284700000,1197732.07946000000
2077,615680.07436700000,1197736.98959000000
2078,615688.78588700000,1197741.89973000000
2079,615697.40794900000,1197746.93862000000
2080,615705.04854000000,1197753.39008000000
2081,615712.68913200000,1197759.84154000000
2082,615719.80131300000,1197766.81722000000
2083,615726.19176000000,1197774.50892000000
2084,615732.58220800000,1197782.20061000000
2085,615738.94780000000,1197789.91156000000
2086,615744.79698600000,1197798.02248000000
2087,615750.64617200000,1197806.13340000000
2088,615756.49535700000,1197814.24432000000
2089,615763.18324200000,1197821.64644000000
2090,615770.20560800000,1197828.76587000000
2091,615777.22797500000,1197835.88531000000
2092,615784.25034100000,1197843.00475000000
2093,615791.27270700000,1197850.12418000000
2094,615798.29507400000,1197857.24362000000
2095,615806.20737100000,1197863.32879000000
2096,615814.29473000000,1197869.21051000000
2097,615822.38208900000,1197875.09223000000
2098,615830.46944800000,1197880.97395000000
2099,615838.55680700000,1197886.85567000000
2100,615847.41653600000,1197891.42939000000
2101,615856.47250400000,1197895.67079000000
2102,615865.52847200000,1197899.91219000000
2103,615874.58444000000,1197904.15358000000
2104,615883.68242800000,1197908.29799000000
2105,615892.97031600000,1197912.00409000000
2106,615902.25820300000,1197915.71018000000
2107,615911.81152400000,1197918.57894000000
2108,615921.53832300000,1197920.90045000000
2109,615931.26512100000,1197923.22195000000
2110,615940.99601600000,1197925.52556000000
2111,615950.76423700000,1197927.66609000000
2112,615960.53245800000,1197929.80662000000
2113,615970.30068000000,1197931.94714000000
2114,615980.06890100000,1197934.08767000000
2115,615989.83712200000,1197936.22819000000
2116,615999.60534300000,1197938.36872000000
2117,616009.37356500000,1197940.50925000000
2118,616019.14178600000,1197942.64977000000
2119,616028.93515000000,1197944.65968000000
2120,616038.79997700000,1197946.29834000000
2121,616048.58050900000,1197948.33536000000
2122,616058.26355900000,1197950.83306000000
2123,616067.95100900000,1197953.29610000000
2124,616077.94061200000,1197953.51315000000
2125,616087.89482800000,1197954.46896000000
2126,616097.87135500000,1197955.14209000000
2127,616107.77670400000,1197956.39149000000
2128,616116.96373600000,1197960.08887000000
2129,616126.38017400000,1197963.45498000000
2130,616135.79661100000,1197966.82109000000
2131,616145.21304800000,1197970.18720000000
2132,616154.62948600000,1197973.55332000000
2133,616164.27433000000,1197973.70661000000
2134,616174.07226600000,1197971.70650000000
2135,616183.87020200000,1197969.70639000000
2136,616193.51950300000,1197967.90570000000
2137,616203.51835000000,1197967.75382000000
2138,616213.50789900000,1197967.97657000000
2139,616223.48690300000,1197968.62424000000
2140,616233.46590800000,1197969.27191000000
2141,616243.44491200000,1197969.91958000000
2142,616253.42697000000,1197970.34468000000
2143,616263.41998800000,1197969.97105000000
2144,616273.41758200000,1197969.85705000000
2145,616283.41755900000,1197969.87826000000
2146,616293.41656300000,1197969.88066000000
2147,616303.36093500000,1197968.82734000000
2148,616313.30530600000,1197967.77402000000
2149,616323.24967700000,1197966.72070000000
2150,616333.19404800000,1197965.66739000000
2151,616341.13482600000,1197960.91278000000
2152,616347.45387400000,1197953.16232000000
2153,616354.47185500000,1197946.07903000000
2154,616362.21631000000,1197939.80130000000
2155,616370.94899200000,1197935.12272000000
2156,616380.73879300000,1197933.08316000000
2157,616389.82151900000,1197929.90802000000
2158,616397.43961200000,1197923.43001000000
2159,616405.05770400000,1197916.95199000000
2160,616412.71845200000,1197910.52867000000
2161,616420.85680800000,1197904.71772000000
2162,616428.38666500000,1197898.18395000000
2163,616435.49990600000,1197891.15531000000
2164,616443.15088600000,1197884.91183000000
2165,616452.27525600000,1197880.81966000000
2166,616461.39962500000,1197876.72748000000
2167,616469.62949100000,1197871.20436000000
2168,616477.30514200000,1197864.79465000000
2169,616484.98079200000,1197858.38494000000
2170,616492.65644300000,1197851.97523000000
2171,616500.33209400000,1197845.56552000000
2172,616509.50718700000,1197841.66001000000
2173,616518.78166100000,1197837.92047000000
2174,616528.05613500000,1197834.18093000000
2175,616537.33060800000,1197830.44139000000
2176,616546.60508200000,1197826.70186000000
2177,616555.87955600000,1197822.96232000000
2178,616565.15402900000,1197819.22278000000
2179,616574.42850300000,1197815.48325000000
2180,616583.70297600000,1197811.74371000000
2181,616592.97745000000,1197808.00417000000
2182,616602.53235400000,1197805.51313000000
2183,616612.51517300000,1197804.92718000000
2184,616622.41451500000,1197803.60218000000
2185,616632.27652200000,1197801.94664000000
2186,616642.13852900000,1197800.29109000000
2187,616652.06577600000,1197799.18513000000
2188,616662.04129100000,1197798.48578000000
2189,616672.01680600000,1197797.78642000000
2190,616681.99232100000,1197797.08706000000
2191,616691.96783600000,1197796.38770000000
2192,616701.94335100000,1197795.68835000000
2193,616711.85460700000,1197794.42425000000
2194,616721.73223700000,1197792.86462000000
2195,616731.60986600000,1197791.30499000000
2196,616741.48749600000,1197789.74537000000
2197,616751.27449800000,1197787.70345000000
2198,616761.04450600000,1197785.57109000000
2199,616770.81451400000,1197783.43874000000
2200,616780.58452200000,1197781.30638000000
2201,616790.35453000000,1197779.17402000000
2202,616800.12453800000,1197777.04167000000
2203,616809.89454600000,1197774.90931000000
2204,616819.66455400000,1197772.77695000000
2205,616829.46763900000,1197773.86220000000
2206,616838.85973400000,1197770.43072000000
2207,616848.21734400000,1197766.91343000000
2208,616857.30526100000,1197762.74093000000
2209,616866.39317800000,1197758.56843000000
2210,616875.48109500000,1197754.39593000000
2211,616884.56901200000,1197750.22343000000
2212,616893.65692800000,1197746.05092000000
2213,616902.74484500000,1197741.87842000000
2214,616911.88360700000,1197737.81882000000
2215,616921.00091100000,1197733.71574000000
2216,616929.79242400000,1197728.97444000000
2217,616937.76565400000,1197722.93891000000
2218,616945.73898900000,1197716.90352000000
2219,616953.71232400000,1197710.86813000000
2220,616961.68566000000,1197704.83274000000
2221,616969.78831100000,1197698.98288000000
2222,616978.21000000000,1197693.59074000000
2223,616986.63168900000,1197688.19861000000
2224,616995.05337800000,1197682.80647000000
2225,617003.47506800000,1197677.41433000000
2226,617011.89675700000,1197672.02219000000
2227,617020.31844600000,1197666.63006000000
2228,617028.94514000000,1197661.69511000000
2229,617038.57336900000,1197658.99378000000
2230,617048.20159900000,1197656.29245000000
2231,617057.05933600000,1197652.19774000000
2232,617064.46621500000,1197645.47924000000
2233,617071.96200000000,1197638.86278000000
2234,617079.63093300000,1197632.44504000000
2235,617087.29986700000,1197626.02729000000
2236,617094.96880100000,1197619.60955000000
2237,617102.64476100000,1197613.20027000000
2238,617110.36654800000,1197606.84622000000
2239,617118.08833600000,1197600.49216000000
2240,617125.81012300000,1197594.13811000000
2241,617133.44643800000,1197587.68734000000
2242,617140.70166700000,1197580.80536000000
2243,617147.95689600000,1197573.92338000000
2244,617155.21212400000,1197567.04140000000
2245,617160.84407900000,1197558.82718000000
2246,617166.17873800000,1197550.36896000000
2247,617171.16334200000,1197541.70158000000
2248,617176.08432300000,1197532.99618000000
2249,617181.70564500000,1197524.86371000000
2250,617189.18779500000,1197518.24570000000
2251,617195.09724200000,1197510.17858000000
2252,617201.00668800000,1197502.11146000000
2253,617206.91613400000,1197494.04434000000
2254,617212.82558000000,1197485.97722000000
2255,617218.73502700000,1197477.91010000000
2256,617225.10986100000,1197470.23518000000
2257,617232.05896800000,1197463.04422000000
2258,617239.00807400000,1197455.85326000000
2259,617246.07858100000,1197448.78679000000
2260,617253.44308600000,1197442.02197000000
2261,617261.42885000000,1197436.00304000000
2262,617269.41461500000,1197429.98410000000
2263,617277.72025500000,1197424.44072000000
2264,617286.30563000000,1197419.31321000000
2265,617294.89100600000,1197414.18571000000
2266,617303.47638100000,1197409.05820000000
2267,617312.90298200000,1197406.51652000000
2268,617322.86191400000,1197405.61115000000
2269,617332.81373200000,1197405.12792000000
2270,617342.73651000000,1197406.36827000000
2271,617352.65928800000,1197407.60863000000
2272,617362.58206600000,1197408.84898000000
2273,617372.03142800000,1197411.85870000000
2274,617381.24778400000,1197415.73926000000
2275,617390.46414000000,1197419.61983000000
2276,617399.68049500000,1197423.50039000000
2277,617408.89685100000,1197427.38096000000
2278,617418.11320600000,1197431.26153000000
2279,617427.32956200000,1197435.14209000000
2280,617436.54591800000,1197439.02266000000
2281,617445.76227300000,1197442.90322000000
2282,617455.32094300000,1197445.72726000000
2283,617465.06185100000,1197447.98883000000
2284,617474.80275900000,1197450.25040000000
2285,617484.54366800000,1197452.51198000000
2286,617494.28457600000,1197454.77355000000
2287,617504.02548400000,1197457.03512000000
2288,617513.71884900000,1197459.48609000000
2289,617523.37301600000,1197462.09320000000
2290,617529.03478800000,1197468.04985000000
2291,617538.96682400000,1197469.21375000000
2292,617548.92989100000,1197469.19696000000
2293,617558.68206500000,1197470.95482000000
2294,617565.25335000000,1197475.50507000000
2295,617574.11408600000,1197477.93887000000
2296,617583.96423400000,1197479.66357000000
2297,617593.81438200000,1197481.38827000000
2298,617601.83588700000,1197486.88756000000
2299,617609.84343500000,1197492.78010000000
2300,617618.26215900000,1197498.15296000000
2301,617626.43764200000,1197503.91156000000
2302,617634.61312500000,1197509.67016000000
2303,617641.73429500000,1197516.67094000000
2304,617648.30175600000,1197524.20106000000
2305,617654.66220400000,1197531.91758000000
2306,617652.24276000000,1197540.92306000000
2307,617647.86750400000,1197549.91512000000
2308,617645.59224700000,1197558.94432000000
2309,617647.97247800000,1197568.43869000000
2310,617647.65572000000,1197578.42077000000
2311,617646.48355200000,1197588.35183000000
2312,617650.51738200000,1197597.34896000000
2313,617655.00216900000,1197606.28684000000
2314,617659.66569400000,1197615.13280000000
2315,617665.71447500000,1197623.03452000000
2316,617668.94546200000,1197632.04480000000
2317,617659.02018500000,1197633.26500000000
2318,617649.68846300000,1197635.15658000000
2319,617642.36106800000,1197641.39391000000
2320,617637.41469200000,1197649.98198000000
2321,617627.58488100000,1197651.81905000000
2322,617620.86490100000,1197658.97898000000
2323,617621.97939000000,1197668.72898000000
2324,617619.10213200000,1197678.17975000000
2325,617612.07202400000,1197685.04179000000
2326,617606.08149400000,1197693.00992000000
2327,617602.67845500000,1197701.53183000000
2328,617611.99619700000,1197705.16221000000
2329,617621.31393900000,1197708.79260000000
2330,617625.09806400000,1197702.19765000000
2331,617627.15523500000,1197692.41154000000
2332,617633.19800000000,1197684.47594000000
2333,617639.34629700000,1197676.58934000000
2334,617645.49459500000,1197668.70274000000
2335,617651.64289200000,1197660.81614000000
2336,617659.46000000000,1197656.63880000000
2337,617668.37182900000,1197661.17524000000
2338,617677.28365800000,1197665.71168000000
2339,617686.19548800000,1197670.24812000000
2340,617694.20638100000,1197676.23319000000
2341,617702.21588600000,1197682.22050000000
2342,617709.20573800000,1197689.31622000000
2343,617715.02575200000,1197697.41115000000
2344,617720.37505700000,1197705.86011000000
2345,617725.72436300000,1197714.30907000000
2346,617731.44142200000,1197722.49527000000
2347,617737.70074600000,1197730.29405000000
2348,617743.95991700000,1197738.09294000000
2349,617750.35042100000,1197745.78454000000
2350,617756.91694500000,1197752.08265000000
2351,617764.99416100000,1197746.18701000000
2352,617761.72974000000,1197738.39429000000
2353,617756.01081100000,1197730.19100000000
2354,617749.64017500000,1197722.56308000000
2355,617745.44313900000,1197714.45063000000
2356,617745.15603500000,1197705.66943000000
2357,617737.42432900000,1197699.32745000000
2358,617729.69262400000,1197692.98547000000
2359,617722.98494600000,1197685.81634000000
2360,617718.68414200000,1197676.80591000000
2361,617711.45014000000,1197670.34476000000
2362,617703.12382700000,1197664.81483000000
2363,617694.58680600000,1197659.60721000000
2364,617685.31970500000,1197655.89502000000
2365,617678.73230900000,1197650.14640000000
2366,617677.32350400000,1197640.24614000000
2367,617675.91469900000,1197630.34587000000
2368,617674.50589500000,1197620.44560000000
2369,617673.09709000000,1197610.54534000000
2370,617670.58773600000,1197600.89502000000
2371,617665.06134400000,1197593.03214000000
2372,617665.45919100000,1197585.26579000000
2373,617669.57643600000,1197576.15270000000
2374,617671.02181300000,1197566.34260000000
2375,617672.15606700000,1197556.40897000000
2376,617675.97780200000,1197550.14777000000
2377,617685.72767300000,1197552.37038000000
2378,617694.08158400000,1197557.72483000000
2379,617702.25239900000,1197563.49005000000
2380,617710.42321300000,1197569.25527000000
2381,617714.98897600000,1197576.21641000000
2382,617723.25159300000,1197581.84927000000
2383,617731.76589600000,1197586.97526000000
2384,617741.24749000000,1197590.15321000000
2385,617749.05858500000,1197595.03778000000
2386,617757.45608800000,1197599.35439000000
2387,617766.91815400000,1197602.59002000000
2388,617776.38021900000,1197605.82566000000
2389,617785.84228400000,1197609.06129000000
2390,617795.49383600000,1197611.12063000000
2391,617805.49333000000,1197611.02001000000
2392,617815.49282400000,1197610.91940000000
2393,617825.49231800000,1197610.81878000000
2394,617835.49181100000,1197610.71817000000
2395,617845.49130500000,1197610.61756000000
2396,617855.49079900000,1197610.51694000000
2397,617865.49029300000,1197610.41633000000
2398,617875.48978700000,1197610.31571000000
2399,617885.48928100000,1197610.21510000000
2400,617895.48877400000,1197610.11449000000
2401,617905.45226200000,1197609.63826000000
2402,617915.28877400000,1197607.83741000000
2403,617925.12528500000,1197606.03657000000
2404,617934.96179600000,1197604.23572000000
2405,617944.79830700000,1197602.43487000000
2406,617954.63481800000,1197600.63403000000
2407,617963.81556900000,1197596.67209000000
2408,617972.99415400000,1197592.70301000000
2409,617982.17273900000,1197588.73393000000
2410,617991.24799400000,1197584.53850000000
2411,618000.25960600000,1197580.20366000000
2412,618009.27121900000,1197575.86882000000
2413,618018.28283200000,1197571.53398000000
2414,618027.29444400000,1197567.19914000000
2415,618036.33582400000,1197562.92904000000
2416,618045.49229300000,1197558.90920000000
2417,618054.73978700000,1197555.19641000000
2418,618064.60767500000,1197553.57629000000
2419,618074.47556300000,1197551.95617000000
2420,618084.43046700000,1197551.06364000000
2421,618094.40210900000,1197550.31108000000
2422,618104.37375200000,1197549.55852000000
2423,618114.35202700000,1197549.05203000000
2424,618124.34973200000,1197549.26626000000
2425,618134.34743700000,1197549.48050000000
2426,618144.34514200000,1197549.69473000000
2427,618154.34284700000,1197549.90897000000
2428,618164.12751300000,1197551.50515000000
2429,618173.72557900000,1197554.31177000000
2430,618183.32364500000,1197557.11839000000
2431,618192.92171100000,1197559.92502000000
2432,618202.47339700000,1197562.87583000000
2433,618211.90783700000,1197566.19115000000
2434,618221.34227800000,1197569.50647000000
2435,618230.78307300000,1197572.80226000000
2436,618240.36113900000,1197575.67640000000
2437,618249.91818900000,1197578.61222000000
2438,618259.45808100000,1197581.36312000000
2439,618269.39602300000,1197582.47547000000
2440,618279.33396400000,1197583.58781000000
2441,618289.27190600000,1197584.70016000000
2442,618299.20984700000,1197585.81251000000
2443,618309.17651500000,1197586.56186000000
2444,618319.16571700000,1197587.02646000000
2445,618329.15491800000,1197587.49105000000
2446,618339.14412000000,1197587.95565000000
2447,618349.13337200000,1197588.41810000000
2448,618359.13337200000,1197588.41810000000
2449,618369.13337200000,1197588.41810000000
2450,618379.01738300000,1197587.66090000000
2451,618388.55885500000,1197584.66752000000
2452,618398.10032700000,1197581.67414000000
2453,618407.78526900000,1197579.29429000000
2454,618417.66470300000,1197577.74613000000
2455,618427.54413700000,1197576.19798000000
2456,618436.67172300000,1197577.94693000000
2457,618444.90333600000,1197583.62500000000
2458,618453.13494900000,1197589.30308000000
2459,618459.97880800000,1197596.51268000000
2460,618466.43823400000,1197604.14654000000
2461,618472.57944300000,1197611.94429000000
2462,618475.04342600000,1197621.63598000000
2463,618477.50740900000,1197631.32767000000
2464,618479.97139200000,1197641.01935000000
2465,618482.43537500000,1197650.71104000000
2466,618484.89935800000,1197660.40273000000
2467,618487.36334100000,1197670.09441000000
2468,618489.22653700000,1197679.90839000000
2469,618490.74710800000,1197689.79211000000
2470,618492.26768000000,1197699.67582000000
2471,618493.78825200000,1197709.55954000000
2472,618495.17970800000,1197719.46125000000
2473,618496.42005700000,1197729.38403000000
2474,618497.66040700000,1197739.30681000000
2475,618498.90075600000,1197749.22959000000
2476,618500.14110600000,1197759.15237000000
2477,618501.38145600000,1197769.07515000000
2478,618504.54585700000,1197778.54201000000
2479,618507.88994900000,1197787.96628000000
2480,618511.23404200000,1197797.39056000000
2481,618514.57813400000,1197806.81484000000
2482,618517.92222700000,1197816.23912000000
2483,618520.48277800000,1197825.89046000000
2484,618522.69571200000,1197835.64253000000
2485,618524.90864700000,1197845.39461000000
2486,618527.12158200000,1197855.14668000000
2487,618529.33451700000,1197864.89875000000
2488,618531.54745100000,1197874.65083000000
2489,618533.76038600000,1197884.40290000000
2490,618535.97332100000,1197894.15497000000
2491,618538.46391600000,1197903.83318000000
2492,618541.04146100000,1197913.49529000000
2493,618543.01931700000,1197923.28621000000
2494,618544.63708600000,1197933.15448000000
2495,618546.06851100000,1197943.03056000000
2496,618543.78172600000,1197952.44142000000
2497,618536.55818800000,1197959.18044000000
2498,618528.42269800000,1197964.99541000000
2499,618527.30778200000,1197973.57698000000
2500,618529.28917900000,1197983.37872000000
2501,618531.27057500000,1197993.18045000000
2502,618533.25197200000,1198002.98219000000
2503,618535.23336800000,1198012.78393000000
2504,618537.21476400000,1198022.58567000000
2505,618544.65267700000,1198028.00647000000
2506,618553.79468300000,1198032.05909000000
2507,618559.57362600000,1198039.35016000000
2508,618563.27833400000,1198048.63860000000
2509,618567.07642200000,1198057.88590000000
2510,618571.43037000000,1198066.88830000000
2511,618575.78431700000,1198075.89069000000
2512,618580.13385400000,1198084.89512000000
2513,618584.15127500000,1198094.05265000000
2514,618588.03754000000,1198103.26644000000
2515,618591.90382800000,1198112.48879000000
2516,618595.77011700000,1198121.71115000000
2517,618590.69107000000,1198127.55464000000
2518,618597.04397000000,1198135.27737000000
2519,618603.39687100000,1198143.00011000000
2520,618609.74977200000,1198150.72284000000
2521,618616.10267300000,1198158.44558000000
2522,618623.13165200000,1198163.92075000000
2523,618633.09714100000,1198163.61615000000
2524,618643.09679400000,1198163.53283000000
2525,618652.56857800000,1198166.21373000000
2526,618661.83386500000,1198169.97598000000
2527,618671.09915200000,1198173.73822000000
2528,618680.34229100000,1198177.55401000000
2529,618689.55821400000,1198181.43560000000
2530,618698.77413600000,1198185.31719000000
2531,618707.99005900000,1198189.19879000000
2532,618717.20598100000,1198193.08038000000
2533,618726.42190400000,1198196.96198000000
2534,618735.63782600000,1198200.84357000000
2535,618744.85374900000,1198204.72516000000
2536,618754.14260700000,1198208.41904000000
2537,618763.56168400000,1198211.77776000000
2538,618772.98076100000,1198215.13647000000
2539,618782.39382000000,1198218.51201000000
2540,618791.80576700000,1198221.89066000000
2541,618801.62756100000,1198222.97218000000
2542,618811.62720200000,1198223.05689000000
2543,618821.62684400000,1198223.14160000000
2544,618831.62648500000,1198223.22631000000
2545,618841.62612600000,1198223.31102000000
2546,618851.62576700000,1198223.39573000000
2547,618861.62540800000,1198223.48045000000
2548,618871.62505000000,1198223.56516000000
2549,618881.62469100000,1198223.64987000000
2550,618891.62433200000,1198223.73458000000
2551,618901.62397300000,1198223.81929000000
2552,618911.62361400000,1198223.90400000000
2553,618921.62325500000,1198223.98871000000
2554,618931.62289700000,1198224.07343000000
2555,618941.62253800000,1198224.15814000000
2556,618951.62217900000,1198224.24285000000
2557,618961.62182000000,1198224.32756000000
2558,618971.53705100000,1198225.49325000000
2559,618981.42863400000,1198226.96178000000
2560,618991.32021800000,1198228.43031000000
2561,619001.09602500000,1198229.21637000000
2562,619009.94991100000,1198224.56785000000
2563,619018.80379700000,1198219.91933000000
2564,619027.65768400000,1198215.27082000000
2565,619036.48831900000,1198210.57860000000
2566,619045.29110200000,1198205.83402000000
2567,619054.09388500000,1198201.08944000000
2568,619062.89666800000,1198196.34487000000
2569,619071.69945200000,1198191.60029000000
2570,619080.50223500000,1198186.85571000000
2571,619089.30501800000,1198182.11114000000
2572,619098.10780100000,1198177.36656000000
2573,619106.91058400000,1198172.62198000000
2574,619115.71336800000,1198167.87741000000
2575,619124.45050100000,1198163.02765000000
2576,619132.57962100000,1198157.20379000000
2577,619140.70874200000,1198151.37992000000
2578,619148.83786200000,1198145.55606000000
2579,619156.96698300000,1198139.73219000000
2580,619165.16736300000,1198134.02316000000
2581,619173.99483000000,1198129.32467000000
2582,619182.82229700000,1198124.62618000000
2583,619192.76656600000,1198125.19564000000
2584,619202.50593400000,1198126.83645000000
2585,619211.61631000000,1198130.95968000000
2586,619220.72668600000,1198135.08292000000
2587,619229.83706200000,1198139.20615000000
2588,619238.94743800000,1198143.32938000000
2589,619248.05781400000,1198147.45262000000
2590,619257.16818900000,1198151.57585000000
2591,619266.27856500000,1198155.69908000000
2592,619275.43689300000,1198159.71326000000
2593,619284.63367900000,1198163.63998000000
2594,619293.83046500000,1198167.56670000000
2595,619303.35312900000,1198167.58908000000
2596,619313.07362000000,1198165.24131000000
2597,619322.39755100000,1198161.70776000000
2598,619331.57477500000,1198157.73554000000
2599,619340.75199900000,1198153.76331000000
2600,619349.92922300000,1198149.79109000000
2601,619359.82514700000,1198148.86924000000
2602,619369.81041200000,1198148.32657000000
2603,619379.69294300000,1198148.27467000000
2604,619388.62216000000,1198152.77679000000
2605,619397.55137700000,1198157.27891000000
2606,619406.48059400000,1198161.78103000000
2607,619415.28293700000,1198166.45090000000
2608,619422.04565800000,1198173.81742000000
2609,619428.80837900000,1198181.18393000000
2610,619437.34717700000,1198184.63613000000
2611,619447.21000300000,1198183.95557000000
2612,619456.71184000000,1198180.85611000000
2613,619459.92479600000,1198171.38632000000
2614,619463.87125600000,1198162.34815000000
2615,619470.58940100000,1198154.94096000000
2616,619478.69707600000,1198149.98462000000
2617,619488.50288000000,1198148.02345000000
2618,619498.18952000000,1198145.54566000000
2619,619507.86361900000,1198143.01350000000
2620,619517.53771800000,1198140.48135000000
2621,619527.21181700000,1198137.94919000000
2622,619536.96321000000,1198136.02899000000
2623,619546.96309900000,1198136.07617000000
2624,619556.96298800000,1198136.12335000000
2625,619566.96287700000,1198136.17053000000
2626,619576.96276500000,1198136.21770000000
2627,619586.96265400000,1198136.26488000000
2628,619596.96254300000,1198136.31206000000
2629,619606.96016100000,1198136.12504000000
2630,619616.95725600000,1198135.88400000000
2631,619626.95435000000,1198135.64296000000
2632,619636.95144500000,1198135.40192000000
2633,619645.05296900000,1198141.04939000000
2634,619653.03207500000,1198147.07715000000
2635,619661.01118200000,1198153.10491000000
2636,619668.51908000000,1198159.64405000000
2637,619675.17806500000,1198167.10447000000
2638,619681.83705000000,1198174.56489000000
2639,619688.49603500000,1198182.02532000000
2640,619695.15502000000,1198189.48574000000
2641,619701.81464900000,1198196.94559000000
2642,619708.47573700000,1198204.40414000000
2643,619715.13682500000,1198211.86268000000
2644,619721.79791300000,1198219.32123000000
2645,619728.45826600000,1198226.78043000000
2646,619735.11829900000,1198234.23992000000
2647,619741.77833100000,1198241.69941000000
2648,619748.43836300000,1198249.15889000000
2649,619755.09839600000,1198256.61838000000
2650,619762.23140200000,1198263.13528000000
2651,619771.62593100000,1198266.37517000000
2652,619779.84817700000,1198271.71736000000
2653,619786.96693500000,1198278.74041000000
2654,619794.08569300000,1198285.76347000000
2655,619800.64152400000,1198293.30043000000
2656,619806.98878500000,1198301.02780000000
2657,619813.57777000000,1198308.54575000000
2658,619820.32202600000,1198315.92918000000
2659,619827.06628100000,1198323.31261000000
2660,619833.84751900000,1198330.65816000000
2661,619841.39033400000,1198337.22367000000
2662,619848.93314900000,1198343.78918000000
2663,619856.47596400000,1198350.35469000000
2664,619864.01877900000,1198356.92021000000
2665,619871.56159400000,1198363.48572000000
2666,619879.10440900000,1198370.05123000000
2667,619886.64722400000,1198376.61674000000
2668,619894.19003900000,1198383.18225000000
2669,619901.73285400000,1198389.74776000000
2670,619909.27566900000,1198396.31327000000
2671,619916.81848400000,1198402.87879000000
2672,619923.75326400000,1198409.98367000000
2673,619931.99870000000,1198414.49848000000
2674,619941.69756800000,1198416.93404000000
2675,619951.39643700000,1198419.36960000000
2676,619961.09530600000,1198421.80516000000
2677,619970.14776300000,1198425.92395000000
2678,619978.98378000000,1198430.60634000000
2679,619987.81979700000,1198435.28873000000
2680,619996.65581400000,1198439.97112000000
2681,620005.96023200000,1198443.18526000000
2682,620015.87542700000,1198444.48484000000
2683,620025.79062300000,1198445.78441000000
2684,620035.70581800000,1198447.08399000000
2685,620045.62101400000,1198448.38356000000
2686,620055.53620900000,1198449.68314000000
2687,620065.45140500000,1198450.98272000000
2688,620075.36660000000,1198452.28229000000
2689,620085.21888200000,1198453.94537000000
2690,620094.99409200000,1198456.05375000000
2691,620097.40960300000,1198465.14832000000
2692,620099.00645100000,1198475.02000000000
2693,620107.02183300000,1198479.97874000000
2694,620116.13402800000,1198484.09795000000
2695,620125.54832800000,1198487.31949000000
2696,620135.29691100000,1198489.54775000000
2697,620143.67743000000,1198493.81276000000
2698,620149.42712100000,1198501.99452000000
2699,620153.63932100000,1198510.89898000000
2700,620156.27049500000,1198520.54662000000
2701,620154.80744300000,1198530.03701000000
2702,620152.43416700000,1198539.32536000000
2703,620158.33548500000,1198547.31655000000
2704,620166.87188300000,1198552.52518000000
2705,620175.40828100000,1198557.73382000000
2706,620183.94467800000,1198562.94246000000
2707,620192.36281700000,1198568.33418000000
2708,620200.62082400000,1198573.97380000000
2709,620208.87881100000,1198579.61345000000
2710,620214.30378000000,1198587.79244000000
2711,620219.00969100000,1198596.61596000000
2712,620223.32798400000,1198605.55269000000
2713,620224.11121600000,1198615.52197000000
2714,620224.89452200000,1198625.49124000000
2715,620225.67782800000,1198635.46052000000
2716,620226.46113400000,1198645.42979000000
2717,620227.24444000000,1198655.39907000000
2718,620228.02774700000,1198665.36834000000
2719,620228.81105300000,1198675.33762000000
2720,620230.97731600000,1198685.04958000000
2721,620233.83206300000,1198694.63344000000
2722,620236.67796000000,1198704.21988000000
2723,620239.41073000000,1198713.83923000000
2724,620242.14350000000,1198723.45858000000
2725,620244.87627000000,1198733.07794000000
2726,620247.60904000000,1198742.69729000000
2727,620250.53603200000,1198752.25207000000
2728,620254.10740700000,1198761.59259000000
2729,620257.67878200000,1198770.93310000000
2730,620261.25015600000,1198780.27362000000
